House,Resident,Day,Hour,Activity,ActivityMinutes
B,2,9,14,1,60
B,2,9,14,2,0
B,2,9,14,3,0
B,2,9,14,4,0
B,2,9,14,5,0
B,2,9,14,6,0
B,2,9,14,7,0
B,2,9,14,8,0
B,2,9,14,9,0
B,2,9,14,10,0
B,2,9,15,1,60
B,2,9,15,2,0
B,2,9,15,3,0
B,2,9,15,4,0
B,2,9,15,5,0
B,2,9,15,6,0
B,2,9,15,7,0
B,2,9,15,8,0
B,2,9,15,9,0
B,2,9,15,10,0
B,2,9,16,1,60
B,2,9,16,2,0
B,2,9,16,3,0
B,2,9,16,4,0
B,2,9,16,5,0
B,2,9,16,6,0
B,2,9,16,7,0
B,2,9,16,8,0
B,2,9,16,9,0
B,2,9,16,10,0
B,2,9,17,1,60
B,2,9,17,2,0
B,2,9,17,3,0
B,2,9,17,4,0
B,2,9,17,5,0
B,2,9,17,6,0
B,2,9,17,7,0
B,2,9,17,8,0
B,2,9,17,9,0
B,2,9,17,10,0
B,2,9,18,1,60
B,2,9,18,2,0
B,2,9,18,3,0
B,2,9,18,4,0
B,2,9,18,5,0
B,2,9,18,6,0
B,2,9,18,7,0
B,2,9,18,8,0
B,2,9,18,9,0
B,2,9,18,10,0
B,2,9,19,1,60
B,2,9,19,2,0
B,2,9,19,3,0
B,2,9,19,4,0
B,2,9,19,5,0
B,2,9,19,6,0
B,2,9,19,7,0
B,2,9,19,8,0
B,2,9,19,9,0
B,2,9,19,10,0
B,2,9,20,1,60
B,2,9,20,2,0
B,2,9,20,3,0
B,2,9,20,4,0
B,2,9,20,5,0
B,2,9,20,6,0
B,2,9,20,7,0
B,2,9,20,8,0
B,2,9,20,9,0
B,2,9,20,10,0
B,2,9,21,1,60
B,2,9,21,2,0
B,2,9,21,3,0
B,2,9,21,4,0
B,2,9,21,5,0
B,2,9,21,6,0
B,2,9,21,7,0
B,2,9,21,8,0
B,2,9,21,9,0
B,2,9,21,10,0
B,2,9,22,1,40
B,2,9,22,2,0
B,2,9,22,3,0
B,2,9,22,4,0
B,2,9,22,5,0
B,2,9,22,6,2
B,2,9,22,7,0
B,2,9,22,8,1
B,2,9,22,9,17
B,2,9,22,10,0
B,2,9,23,1,0
B,2,9,23,2,0
B,2,9,23,3,0
B,2,9,23,4,5
B,2,9,23,5,0
B,2,9,23,6,0
B,2,9,23,7,0
B,2,9,23,8,0
B,2,9,23,9,54
B,2,9,23,10,0
A,1,10,0,1,26
A,1,10,0,2,0
A,1,10,0,3,0
A,1,10,0,4,0
A,1,10,0,5,0
A,1,10,0,6,2
A,1,10,0,7,0
A,1,10,0,8,5
A,1,10,0,9,20
A,1,10,0,10,7
A,1,10,1,1,0
A,1,10,1,2,0
A,1,10,1,3,0
A,1,10,1,4,0
A,1,10,1,5,0
A,1,10,1,6,0
A,1,10,1,7,11
A,1,10,1,8,0
A,1,10,1,9,49
A,1,10,1,10,0
A,1,10,2,1,0
A,1,10,2,2,40
A,1,10,2,3,0
A,1,10,2,4,19
A,1,10,2,5,0
A,1,10,2,6,0
A,1,10,2,7,0
A,1,10,2,8,0
A,1,10,2,9,1
A,1,10,2,10,0
A,1,10,3,1,0
A,1,10,3,2,60
A,1,10,3,3,0
A,1,10,3,4,0
A,1,10,3,5,0
A,1,10,3,6,0
A,1,10,3,7,0
A,1,10,3,8,0
A,1,10,3,9,0
A,1,10,3,10,0
A,1,10,4,1,0
A,1,10,4,2,60
A,1,10,4,3,0
A,1,10,4,4,0
A,1,10,4,5,0
A,1,10,4,6,0
A,1,10,4,7,0
A,1,10,4,8,0
A,1,10,4,9,0
A,1,10,4,10,0
A,1,10,5,1,0
A,1,10,5,2,60
A,1,10,5,3,0
A,1,10,5,4,0
A,1,10,5,5,0
A,1,10,5,6,0
A,1,10,5,7,0
A,1,10,5,8,0
A,1,10,5,9,0
A,1,10,5,10,0
A,1,10,6,1,0
A,1,10,6,2,60
A,1,10,6,3,0
A,1,10,6,4,0
A,1,10,6,5,0
A,1,10,6,6,0
A,1,10,6,7,0
A,1,10,6,8,0
A,1,10,6,9,0
A,1,10,6,10,0
A,1,10,7,1,0
A,1,10,7,2,60
A,1,10,7,3,0
A,1,10,7,4,0
A,1,10,7,5,0
A,1,10,7,6,0
A,1,10,7,7,0
A,1,10,7,8,0
A,1,10,7,9,0
A,1,10,7,10,0
A,1,10,8,1,0
A,1,10,8,2,60
A,1,10,8,3,0
A,1,10,8,4,0
A,1,10,8,5,0
A,1,10,8,6,0
A,1,10,8,7,0
A,1,10,8,8,0
A,1,10,8,9,0
A,1,10,8,10,0
A,1,10,9,1,0
A,1,10,9,2,60
A,1,10,9,3,0
A,1,10,9,4,0
A,1,10,9,5,0
A,1,10,9,6,0
A,1,10,9,7,0
A,1,10,9,8,0
A,1,10,9,9,0
A,1,10,9,10,0
A,1,10,10,1,0
A,1,10,10,2,30
A,1,10,10,3,0
A,1,10,10,4,27
A,1,10,10,5,0
A,1,10,10,6,3
A,1,10,10,7,0
A,1,10,10,8,0
A,1,10,10,9,0
A,1,10,10,10,0
A,1,10,11,1,7
A,1,10,11,2,0
A,1,10,11,3,28
A,1,10,11,4,0
A,1,10,11,5,0
A,1,10,11,6,2
A,1,10,11,7,16
A,1,10,11,8,0
A,1,10,11,9,0
A,1,10,11,10,7
A,1,10,12,1,0
A,1,10,12,2,0
A,1,10,12,3,0
A,1,10,12,4,0
A,1,10,12,5,0
A,1,10,12,6,0
A,1,10,12,7,60
A,1,10,12,8,0
A,1,10,12,9,0
A,1,10,12,10,0
A,1,10,13,1,0
A,1,10,13,2,0
A,1,10,13,3,0
A,1,10,13,4,40
A,1,10,13,5,0
A,1,10,13,6,0
A,1,10,13,7,6
A,1,10,13,8,14
A,1,10,13,9,0
A,1,10,13,10,0
A,1,10,14,1,0
A,1,10,14,2,0
A,1,10,14,3,25
A,1,10,14,4,15
A,1,10,14,5,0
A,1,10,14,6,10
A,1,10,14,7,0
A,1,10,14,8,0
A,1,10,14,9,0
A,1,10,14,10,10
A,1,10,15,1,0
A,1,10,15,2,0
A,1,10,15,3,0
A,1,10,15,4,0
A,1,10,15,5,0
A,1,10,15,6,12
A,1,10,15,7,0
A,1,10,15,8,21
A,1,10,15,9,10
A,1,10,15,10,17
A,1,10,16,1,21
A,1,10,16,2,0
A,1,10,16,3,0
A,1,10,16,4,0
A,1,10,16,5,0
A,1,10,16,6,0
A,1,10,16,7,0
A,1,10,16,8,18
A,1,10,16,9,21
A,1,10,16,10,0
A,1,10,17,1,43
A,1,10,17,2,0
A,1,10,17,3,0
A,1,10,17,4,0
A,1,10,17,5,0
A,1,10,17,6,6
A,1,10,17,7,0
A,1,10,17,8,2
A,1,10,17,9,0
A,1,10,17,10,9
A,1,10,18,1,0
A,1,10,18,2,0
A,1,10,18,3,0
A,1,10,18,4,0
A,1,10,18,5,0
A,1,10,18,6,0
A,1,10,18,7,0
A,1,10,18,8,0
A,1,10,18,9,32
A,1,10,18,10,28
A,1,10,19,1,6
A,1,10,19,2,0
A,1,10,19,3,2
A,1,10,19,4,0
A,1,10,19,5,0
A,1,10,19,6,0
A,1,10,19,7,0
A,1,10,19,8,5
A,1,10,19,9,47
A,1,10,19,10,0
A,1,10,20,1,60
A,1,10,20,2,0
A,1,10,20,3,0
A,1,10,20,4,0
A,1,10,20,5,0
A,1,10,20,6,0
A,1,10,20,7,0
A,1,10,20,8,0
A,1,10,20,9,0
A,1,10,20,10,0
A,1,10,21,1,60
A,1,10,21,2,0
A,1,10,21,3,0
A,1,10,21,4,0
A,1,10,21,5,0
A,1,10,21,6,0
A,1,10,21,7,0
A,1,10,21,8,0
A,1,10,21,9,0
A,1,10,21,10,0
A,1,10,22,1,60
A,1,10,22,2,0
A,1,10,22,3,0
A,1,10,22,4,0
A,1,10,22,5,0
A,1,10,22,6,0
A,1,10,22,7,0
A,1,10,22,8,0
A,1,10,22,9,0
A,1,10,22,10,0
A,1,10,23,1,59
A,1,10,23,2,0
A,1,10,23,3,0
A,1,10,23,4,0
A,1,10,23,5,0
A,1,10,23,6,0
A,1,10,23,7,0
A,1,10,23,8,0
A,1,10,23,9,0
A,1,10,23,10,0
A,2,10,0,1,26
A,2,10,0,2,0
A,2,10,0,3,0
A,2,10,0,4,17
A,2,10,0,5,0
A,2,10,0,6,0
A,2,10,0,7,0
A,2,10,0,8,3
A,2,10,0,9,14
A,2,10,0,10,0
A,2,10,1,1,0
A,2,10,1,2,0
A,2,10,1,3,13
A,2,10,1,4,25
A,2,10,1,5,0
A,2,10,1,6,1
A,2,10,1,7,11
A,2,10,1,8,0
A,2,10,1,9,0
A,2,10,1,10,10
A,2,10,2,1,0
A,2,10,2,2,27
A,2,10,2,3,0
A,2,10,2,4,0
A,2,10,2,5,0
A,2,10,2,6,4
A,2,10,2,7,24
A,2,10,2,8,0
A,2,10,2,9,0
A,2,10,2,10,5
A,2,10,3,1,0
A,2,10,3,2,60
A,2,10,3,3,0
A,2,10,3,4,0
A,2,10,3,5,0
A,2,10,3,6,0
A,2,10,3,7,0
A,2,10,3,8,0
A,2,10,3,9,0
A,2,10,3,10,0
A,2,10,4,1,0
A,2,10,4,2,60
A,2,10,4,3,0
A,2,10,4,4,0
A,2,10,4,5,0
A,2,10,4,6,0
A,2,10,4,7,0
A,2,10,4,8,0
A,2,10,4,9,0
A,2,10,4,10,0
A,2,10,5,1,0
A,2,10,5,2,60
A,2,10,5,3,0
A,2,10,5,4,0
A,2,10,5,5,0
A,2,10,5,6,0
A,2,10,5,7,0
A,2,10,5,8,0
A,2,10,5,9,0
A,2,10,5,10,0
A,2,10,6,1,0
A,2,10,6,2,56
A,2,10,6,3,0
A,2,10,6,4,0
A,2,10,6,5,0
A,2,10,6,6,0
A,2,10,6,7,0
A,2,10,6,8,0
A,2,10,6,9,0
A,2,10,6,10,4
A,2,10,7,1,0
A,2,10,7,2,60
A,2,10,7,3,0
A,2,10,7,4,0
A,2,10,7,5,0
A,2,10,7,6,0
A,2,10,7,7,0
A,2,10,7,8,0
A,2,10,7,9,0
A,2,10,7,10,0
A,2,10,8,1,19
A,2,10,8,2,18
A,2,10,8,3,0
A,2,10,8,4,0
A,2,10,8,5,0
A,2,10,8,6,1
A,2,10,8,7,0
A,2,10,8,8,6
A,2,10,8,9,0
A,2,10,8,10,16
A,2,10,9,1,60
A,2,10,9,2,0
A,2,10,9,3,0
A,2,10,9,4,0
A,2,10,9,5,0
A,2,10,9,6,0
A,2,10,9,7,0
A,2,10,9,8,0
A,2,10,9,9,0
A,2,10,9,10,0
A,2,10,10,1,60
A,2,10,10,2,0
A,2,10,10,3,0
A,2,10,10,4,0
A,2,10,10,5,0
A,2,10,10,6,0
A,2,10,10,7,0
A,2,10,10,8,0
A,2,10,10,9,0
A,2,10,10,10,0
A,2,10,11,1,60
A,2,10,11,2,0
A,2,10,11,3,0
A,2,10,11,4,0
A,2,10,11,5,0
A,2,10,11,6,0
A,2,10,11,7,0
A,2,10,11,8,0
A,2,10,11,9,0
A,2,10,11,10,0
A,2,10,12,1,60
A,2,10,12,2,0
A,2,10,12,3,0
A,2,10,12,4,0
A,2,10,12,5,0
A,2,10,12,6,0
A,2,10,12,7,0
A,2,10,12,8,0
A,2,10,12,9,0
A,2,10,12,10,0
A,2,10,13,1,60
A,2,10,13,2,0
A,2,10,13,3,0
A,2,10,13,4,0
A,2,10,13,5,0
A,2,10,13,6,0
A,2,10,13,7,0
A,2,10,13,8,0
A,2,10,13,9,0
A,2,10,13,10,0
A,2,10,14,1,60
A,2,10,14,2,0
A,2,10,14,3,0
A,2,10,14,4,0
A,2,10,14,5,0
A,2,10,14,6,0
A,2,10,14,7,0
A,2,10,14,8,0
A,2,10,14,9,0
A,2,10,14,10,0
A,2,10,15,1,60
A,2,10,15,2,0
A,2,10,15,3,0
A,2,10,15,4,0
A,2,10,15,5,0
A,2,10,15,6,0
A,2,10,15,7,0
A,2,10,15,8,0
A,2,10,15,9,0
A,2,10,15,10,0
A,2,10,16,1,60
A,2,10,16,2,0
A,2,10,16,3,0
A,2,10,16,4,0
A,2,10,16,5,0
A,2,10,16,6,0
A,2,10,16,7,0
A,2,10,16,8,0
A,2,10,16,9,0
A,2,10,16,10,0
A,2,10,17,1,60
A,2,10,17,2,0
A,2,10,17,3,0
A,2,10,17,4,0
A,2,10,17,5,0
A,2,10,17,6,0
A,2,10,17,7,0
A,2,10,17,8,0
A,2,10,17,9,0
A,2,10,17,10,0
A,2,10,18,1,10
A,2,10,18,2,0
A,2,10,18,3,0
A,2,10,18,4,0
A,2,10,18,5,0
A,2,10,18,6,0
A,2,10,18,7,0
A,2,10,18,8,3
A,2,10,18,9,47
A,2,10,18,10,0
A,2,10,19,1,6
A,2,10,19,2,0
A,2,10,19,3,28
A,2,10,19,4,15
A,2,10,19,5,0
A,2,10,19,6,0
A,2,10,19,7,0
A,2,10,19,8,4
A,2,10,19,9,7
A,2,10,19,10,0
A,2,10,20,1,60
A,2,10,20,2,0
A,2,10,20,3,0
A,2,10,20,4,0
A,2,10,20,5,0
A,2,10,20,6,0
A,2,10,20,7,0
A,2,10,20,8,0
A,2,10,20,9,0
A,2,10,20,10,0
A,2,10,21,1,60
A,2,10,21,2,0
A,2,10,21,3,0
A,2,10,21,4,0
A,2,10,21,5,0
A,2,10,21,6,0
A,2,10,21,7,0
A,2,10,21,8,0
A,2,10,21,9,0
A,2,10,21,10,0
A,2,10,22,1,60
A,2,10,22,2,0
A,2,10,22,3,0
A,2,10,22,4,0
A,2,10,22,5,0
A,2,10,22,6,0
A,2,10,22,7,0
A,2,10,22,8,0
A,2,10,22,9,0
A,2,10,22,10,0
A,2,10,23,1,59
A,2,10,23,2,0
A,2,10,23,3,0
A,2,10,23,4,0
A,2,10,23,5,0
A,2,10,23,6,0
A,2,10,23,7,0
A,2,10,23,8,0
A,2,10,23,9,0
A,2,10,23,10,0
B,1,10,0,1,0
B,1,10,0,2,19
B,1,10,0,3,0
B,1,10,0,4,39
B,1,10,0,5,0
B,1,10,0,6,0
B,1,10,0,7,0
B,1,10,0,8,0
B,1,10,0,9,0
B,1,10,0,10,2
B,1,10,1,1,0
B,1,10,1,2,60
B,1,10,1,3,0
B,1,10,1,4,0
B,1,10,1,5,0
B,1,10,1,6,0
B,1,10,1,7,0
B,1,10,1,8,0
B,1,10,1,9,0
B,1,10,1,10,0
B,1,10,2,1,0
B,1,10,2,2,60
B,1,10,2,3,0
B,1,10,2,4,0
B,1,10,2,5,0
B,1,10,2,6,0
B,1,10,2,7,0
B,1,10,2,8,0
B,1,10,2,9,0
B,1,10,2,10,0
B,1,10,3,1,0
B,1,10,3,2,60
B,1,10,3,3,0
B,1,10,3,4,0
B,1,10,3,5,0
B,1,10,3,6,0
B,1,10,3,7,0
B,1,10,3,8,0
B,1,10,3,9,0
B,1,10,3,10,0
B,1,10,4,1,0
B,1,10,4,2,60
B,1,10,4,3,0
B,1,10,4,4,0
B,1,10,4,5,0
B,1,10,4,6,0
B,1,10,4,7,0
B,1,10,4,8,0
B,1,10,4,9,0
B,1,10,4,10,0
B,1,10,5,1,0
B,1,10,5,2,60
B,1,10,5,3,0
B,1,10,5,4,0
B,1,10,5,5,0
B,1,10,5,6,0
B,1,10,5,7,0
B,1,10,5,8,0
B,1,10,5,9,0
B,1,10,5,10,0
B,1,10,6,1,0
B,1,10,6,2,60
B,1,10,6,3,0
B,1,10,6,4,0
B,1,10,6,5,0
B,1,10,6,6,0
B,1,10,6,7,0
B,1,10,6,8,0
B,1,10,6,9,0
B,1,10,6,10,0
B,1,10,7,1,0
B,1,10,7,2,60
B,1,10,7,3,0
B,1,10,7,4,0
B,1,10,7,5,0
B,1,10,7,6,0
B,1,10,7,7,0
B,1,10,7,8,0
B,1,10,7,9,0
B,1,10,7,10,0
B,1,10,8,1,0
B,1,10,8,2,60
B,1,10,8,3,0
B,1,10,8,4,0
B,1,10,8,5,0
B,1,10,8,6,0
B,1,10,8,7,0
B,1,10,8,8,0
B,1,10,8,9,0
B,1,10,8,10,0
B,1,10,9,1,0
B,1,10,9,2,40
B,1,10,9,3,0
B,1,10,9,4,0
B,1,10,9,5,0
B,1,10,9,6,11
B,1,10,9,7,4
B,1,10,9,8,0
B,1,10,9,9,0
B,1,10,9,10,5
B,1,10,10,1,10
B,1,10,10,2,0
B,1,10,10,3,0
B,1,10,10,4,0
B,1,10,10,5,0
B,1,10,10,6,7
B,1,10,10,7,14
B,1,10,10,8,2
B,1,10,10,9,25
B,1,10,10,10,2
B,1,10,11,1,60
B,1,10,11,2,0
B,1,10,11,3,0
B,1,10,11,4,0
B,1,10,11,5,0
B,1,10,11,6,0
B,1,10,11,7,0
B,1,10,11,8,0
B,1,10,11,9,0
B,1,10,11,10,0
B,1,10,12,1,60
B,1,10,12,2,0
B,1,10,12,3,0
B,1,10,12,4,0
B,1,10,12,5,0
B,1,10,12,6,0
B,1,10,12,7,0
B,1,10,12,8,0
B,1,10,12,9,0
B,1,10,12,10,0
B,1,10,13,1,60
B,1,10,13,2,0
B,1,10,13,3,0
B,1,10,13,4,0
B,1,10,13,5,0
B,1,10,13,6,0
B,1,10,13,7,0
B,1,10,13,8,0
B,1,10,13,9,0
B,1,10,13,10,0
B,1,10,14,1,60
B,1,10,14,2,0
B,1,10,14,3,0
B,1,10,14,4,0
B,1,10,14,5,0
B,1,10,14,6,0
B,1,10,14,7,0
B,1,10,14,8,0
B,1,10,14,9,0
B,1,10,14,10,0
B,1,10,15,1,60
B,1,10,15,2,0
B,1,10,15,3,0
B,1,10,15,4,0
B,1,10,15,5,0
B,1,10,15,6,0
B,1,10,15,7,0
B,1,10,15,8,0
B,1,10,15,9,0
B,1,10,15,10,0
B,1,10,16,1,60
B,1,10,16,2,0
B,1,10,16,3,0
B,1,10,16,4,0
B,1,10,16,5,0
B,1,10,16,6,0
B,1,10,16,7,0
B,1,10,16,8,0
B,1,10,16,9,0
B,1,10,16,10,0
B,1,10,17,1,60
B,1,10,17,2,0
B,1,10,17,3,0
B,1,10,17,4,0
B,1,10,17,5,0
B,1,10,17,6,0
B,1,10,17,7,0
B,1,10,17,8,0
B,1,10,17,9,0
B,1,10,17,10,0
B,1,10,18,1,60
B,1,10,18,2,0
B,1,10,18,3,0
B,1,10,18,4,0
B,1,10,18,5,0
B,1,10,18,6,0
B,1,10,18,7,0
B,1,10,18,8,0
B,1,10,18,9,0
B,1,10,18,10,0
B,1,10,19,1,60
B,1,10,19,2,0
B,1,10,19,3,0
B,1,10,19,4,0
B,1,10,19,5,0
B,1,10,19,6,0
B,1,10,19,7,0
B,1,10,19,8,0
B,1,10,19,9,0
B,1,10,19,10,0
B,1,10,20,1,60
B,1,10,20,2,0
B,1,10,20,3,0
B,1,10,20,4,0
B,1,10,20,5,0
B,1,10,20,6,0
B,1,10,20,7,0
B,1,10,20,8,0
B,1,10,20,9,0
B,1,10,20,10,0
B,1,10,21,1,60
B,1,10,21,2,0
B,1,10,21,3,0
B,1,10,21,4,0
B,1,10,21,5,0
B,1,10,21,6,0
B,1,10,21,7,0
B,1,10,21,8,0
B,1,10,21,9,0
B,1,10,21,10,0
B,1,10,22,1,19
B,1,10,22,2,0
B,1,10,22,3,0
B,1,10,22,4,6
B,1,10,22,5,0
B,1,10,22,6,7
B,1,10,22,7,21
B,1,10,22,8,2
B,1,10,22,9,1
B,1,10,22,10,4
B,1,10,23,1,0
B,1,10,23,2,0
B,1,10,23,3,0
B,1,10,23,4,0
B,1,10,23,5,0
B,1,10,23,6,0
B,1,10,23,7,0
B,1,10,23,8,0
B,1,10,23,9,59
B,1,10,23,10,0
B,2,10,0,1,0
B,2,10,0,2,20
B,2,10,0,3,0
B,2,10,0,4,40
B,2,10,0,5,0
B,2,10,0,6,0
B,2,10,0,7,0
B,2,10,0,8,0
B,2,10,0,9,0
B,2,10,0,10,0
B,2,10,1,1,0
B,2,10,1,2,60
B,2,10,1,3,0
B,2,10,1,4,0
B,2,10,1,5,0
B,2,10,1,6,0
B,2,10,1,7,0
B,2,10,1,8,0
B,2,10,1,9,0
B,2,10,1,10,0
B,2,10,2,1,0
B,2,10,2,2,60
B,2,10,2,3,0
B,2,10,2,4,0
B,2,10,2,5,0
B,2,10,2,6,0
B,2,10,2,7,0
B,2,10,2,8,0
B,2,10,2,9,0
B,2,10,2,10,0
B,2,10,3,1,0
B,2,10,3,2,60
B,2,10,3,3,0
B,2,10,3,4,0
B,2,10,3,5,0
B,2,10,3,6,0
B,2,10,3,7,0
B,2,10,3,8,0
B,2,10,3,9,0
B,2,10,3,10,0
B,2,10,4,1,0
B,2,10,4,2,60
B,2,10,4,3,0
B,2,10,4,4,0
B,2,10,4,5,0
B,2,10,4,6,0
B,2,10,4,7,0
B,2,10,4,8,0
B,2,10,4,9,0
B,2,10,4,10,0
B,2,10,5,1,0
B,2,10,5,2,60
B,2,10,5,3,0
B,2,10,5,4,0
B,2,10,5,5,0
B,2,10,5,6,0
B,2,10,5,7,0
B,2,10,5,8,0
B,2,10,5,9,0
B,2,10,5,10,0
B,2,10,6,1,0
B,2,10,6,2,60
B,2,10,6,3,0
B,2,10,6,4,0
B,2,10,6,5,0
B,2,10,6,6,0
B,2,10,6,7,0
B,2,10,6,8,0
B,2,10,6,9,0
B,2,10,6,10,0
B,2,10,7,1,0
B,2,10,7,2,36
B,2,10,7,3,0
B,2,10,7,4,0
B,2,10,7,5,0
B,2,10,7,6,0
B,2,10,7,7,0
B,2,10,7,8,0
B,2,10,7,9,22
B,2,10,7,10,2
B,2,10,8,1,0
B,2,10,8,2,0
B,2,10,8,3,0
B,2,10,8,4,0
B,2,10,8,5,0
B,2,10,8,6,0
B,2,10,8,7,0
B,2,10,8,8,0
B,2,10,8,9,60
B,2,10,8,10,0
B,2,10,9,1,0
B,2,10,9,2,0
B,2,10,9,3,11
B,2,10,9,4,0
B,2,10,9,5,0
B,2,10,9,6,0
B,2,10,9,7,0
B,2,10,9,8,0
B,2,10,9,9,44
B,2,10,9,10,5
B,2,10,10,1,10
B,2,10,10,2,0
B,2,10,10,3,8
B,2,10,10,4,0
B,2,10,10,5,0
B,2,10,10,6,4
B,2,10,10,7,6
B,2,10,10,8,3
B,2,10,10,9,25
B,2,10,10,10,4
B,2,10,11,1,60
B,2,10,11,2,0
B,2,10,11,3,0
B,2,10,11,4,0
B,2,10,11,5,0
B,2,10,11,6,0
B,2,10,11,7,0
B,2,10,11,8,0
B,2,10,11,9,0
B,2,10,11,10,0
B,2,10,12,1,60
B,2,10,12,2,0
B,2,10,12,3,0
B,2,10,12,4,0
B,2,10,12,5,0
B,2,10,12,6,0
B,2,10,12,7,0
B,2,10,12,8,0
B,2,10,12,9,0
B,2,10,12,10,0
B,2,10,13,1,60
B,2,10,13,2,0
B,2,10,13,3,0
B,2,10,13,4,0
B,2,10,13,5,0
B,2,10,13,6,0
B,2,10,13,7,0
B,2,10,13,8,0
B,2,10,13,9,0
B,2,10,13,10,0
B,2,10,14,1,60
B,2,10,14,2,0
B,2,10,14,3,0
B,2,10,14,4,0
B,2,10,14,5,0
B,2,10,14,6,0
B,2,10,14,7,0
B,2,10,14,8,0
B,2,10,14,9,0
B,2,10,14,10,0
B,2,10,15,1,60
B,2,10,15,2,0
B,2,10,15,3,0
B,2,10,15,4,0
B,2,10,15,5,0
B,2,10,15,6,0
B,2,10,15,7,0
B,2,10,15,8,0
B,2,10,15,9,0
B,2,10,15,10,0
B,2,10,16,1,60
B,2,10,16,2,0
B,2,10,16,3,0
B,2,10,16,4,0
B,2,10,16,5,0
B,2,10,16,6,0
B,2,10,16,7,0
B,2,10,16,8,0
B,2,10,16,9,0
B,2,10,16,10,0
B,2,10,17,1,60
B,2,10,17,2,0
B,2,10,17,3,0
B,2,10,17,4,0
B,2,10,17,5,0
B,2,10,17,6,0
B,2,10,17,7,0
B,2,10,17,8,0
B,2,10,17,9,0
B,2,10,17,10,0
B,2,10,18,1,60
B,2,10,18,2,0
B,2,10,18,3,0
B,2,10,18,4,0
B,2,10,18,5,0
B,2,10,18,6,0
B,2,10,18,7,0
B,2,10,18,8,0
B,2,10,18,9,0
B,2,10,18,10,0
B,2,10,19,1,60
B,2,10,19,2,0
B,2,10,19,3,0
B,2,10,19,4,0
B,2,10,19,5,0
B,2,10,19,6,0
B,2,10,19,7,0
B,2,10,19,8,0
B,2,10,19,9,0
B,2,10,19,10,0
B,2,10,20,1,60
B,2,10,20,2,0
B,2,10,20,3,0
B,2,10,20,4,0
B,2,10,20,5,0
B,2,10,20,6,0
B,2,10,20,7,0
B,2,10,20,8,0
B,2,10,20,9,0
B,2,10,20,10,0
B,2,10,21,1,60
B,2,10,21,2,0
B,2,10,21,3,0
B,2,10,21,4,0
B,2,10,21,5,0
B,2,10,21,6,0
B,2,10,21,7,0
B,2,10,21,8,0
B,2,10,21,9,0
B,2,10,21,10,0
B,2,10,22,1,19
B,2,10,22,2,0
B,2,10,22,3,0
B,2,10,22,4,0
B,2,10,22,5,0
B,2,10,22,6,27
B,2,10,22,7,9
B,2,10,22,8,3
B,2,10,22,9,1
B,2,10,22,10,1
B,2,10,23,1,0
B,2,10,23,2,0
B,2,10,23,3,0
B,2,10,23,4,0
B,2,10,23,5,0
B,2,10,23,6,0
B,2,10,23,7,0
B,2,10,23,8,0
B,2,10,23,9,59
B,2,10,23,10,0
A,1,11,0,1,0
A,1,11,0,2,0
A,1,11,0,3,4
A,1,11,0,4,39
A,1,11,0,5,0
A,1,11,0,6,0
A,1,11,0,7,0
A,1,11,0,8,0
A,1,11,0,9,17
A,1,11,0,10,0
A,1,11,1,1,0
A,1,11,1,2,0
A,1,11,1,3,44
A,1,11,1,4,0
A,1,11,1,5,0
A,1,11,1,6,0
A,1,11,1,7,0
A,1,11,1,8,0
A,1,11,1,9,10
A,1,11,1,10,6
A,1,11,2,1,0
A,1,11,2,2,23
A,1,11,2,3,29
A,1,11,2,4,0
A,1,11,2,5,0
A,1,11,2,6,0
A,1,11,2,7,0
A,1,11,2,8,0
A,1,11,2,9,0
A,1,11,2,10,8
A,1,11,3,1,0
A,1,11,3,2,60
A,1,11,3,3,0
A,1,11,3,4,0
A,1,11,3,5,0
A,1,11,3,6,0
A,1,11,3,7,0
A,1,11,3,8,0
A,1,11,3,9,0
A,1,11,3,10,0
A,1,11,4,1,0
A,1,11,4,2,60
A,1,11,4,3,0
A,1,11,4,4,0
A,1,11,4,5,0
A,1,11,4,6,0
A,1,11,4,7,0
A,1,11,4,8,0
A,1,11,4,9,0
A,1,11,4,10,0
A,1,11,5,1,0
A,1,11,5,2,60
A,1,11,5,3,0
A,1,11,5,4,0
A,1,11,5,5,0
A,1,11,5,6,0
A,1,11,5,7,0
A,1,11,5,8,0
A,1,11,5,9,0
A,1,11,5,10,0
A,1,11,6,1,0
A,1,11,6,2,60
A,1,11,6,3,0
A,1,11,6,4,0
A,1,11,6,5,0
A,1,11,6,6,0
A,1,11,6,7,0
A,1,11,6,8,0
A,1,11,6,9,0
A,1,11,6,10,0
A,1,11,7,1,0
A,1,11,7,2,60
A,1,11,7,3,0
A,1,11,7,4,0
A,1,11,7,5,0
A,1,11,7,6,0
A,1,11,7,7,0
A,1,11,7,8,0
A,1,11,7,9,0
A,1,11,7,10,0
A,1,11,8,1,0
A,1,11,8,2,60
A,1,11,8,3,0
A,1,11,8,4,0
A,1,11,8,5,0
A,1,11,8,6,0
A,1,11,8,7,0
A,1,11,8,8,0
A,1,11,8,9,0
A,1,11,8,10,0
A,1,11,9,1,0
A,1,11,9,2,41
A,1,11,9,3,0
A,1,11,9,4,10
A,1,11,9,5,0
A,1,11,9,6,6
A,1,11,9,7,0
A,1,11,9,8,0
A,1,11,9,9,0
A,1,11,9,10,3
A,1,11,10,1,0
A,1,11,10,2,0
A,1,11,10,3,0
A,1,11,10,4,33
